prompt,response,image,reference_type,evaluation_criteria
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Here a is a bar graph labeled Distribution of municipal wastewater discharges treatment type in Canada as of 2017 , by province . The y-axis shows Tertiary treatment on linear scale with a minimum of 0.0 and a maximum of 0.8 while the x-axis plots Country as categorical scale starting at Alberta and ending at Yukon .
Model A Generated Answer: The attached chart depicts the distribution of municipal wastewater discharges treatment type in Canada as of 2017 , broken down by province . The x-axis shows the different Canadian provinces and territories , while the y-axis represents the proportion of tertiary treatment , which is the most advanced level of wastewater treatment . The chart reveals significant variations across the country , with Alberta , British Columbia , and Manitoba having relatively high proportions of tertiary treatment , while other regions like Ontario , Quebec , and the Maritime provinces have lower levels of this advanced treatment method .
Model B Generated Answer: The chart shows the distribution of municipal wastewater discharges treatment types in Canada as of 2017 . The majority of wastewater treatment facilities in Canada use tertiary treatment , which is the most effective level of treatment available . It removes almost all pollutants from wastewater , including phosphorus , nitrogen , and heavy metals .","{  ""Model"": ""Model A"",  ""Explanation"": ""Model A provides a more detailed and accurate description of the chart. It correctly identifies the chart type as a bar graph, specifies the axes (x-axis for provinces and y-axis for tertiary treatment), and mentions the significant variations across different provinces. This aligns well with the gold reference caption. Model B, while informative about tertiary treatment, lacks specific details about the chart  s construction and does not mention the axes or the distribution by province, making it less relevant and comprehensive.""}",8242,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Here a is a bar graph labeled Guyana : National debt from 2014 to 2024 ( in billion U.S. dollars ) . The x-axis plots National debt in billion U.S. dollars while the y-axis measures Year .
Model A Generated Answer: The chart illustrates the national debt of Guyana from 2014 to 2024 , measured in billion U.S. dollars . The data shows a steady increase in the national debt over this time period , starting at around 1.5 billion dollars in 2014 and reaching approximately 2.4 billion dollars by 2024 . The chart uses vertical bars in shades of yellow to represent the national debt values for each year , providing a visual representation of the debt 's growth trend over the 10-year timeframe .
Model B Generated Answer: The chart shows Guyana 's national debt from 2014 to 2024 . The national debt increased from 1.5 billion US dollars in 2014 to 2.7 billion US dollars in 2023 . The chart is encoded with the year on the x-axis and the national debt in billions of US dollars on the y-axis .","{  ""Model"": ""Model A"",  ""Explanation"": ""Model A provides a more comprehensive and accurate description of the chart. It correctly identifies the chart type as a bar graph and accurately describes the axes, with the x-axis representing the national debt in billion U.S. dollars and the y-axis representing the years. Additionally, Model A mentions the visual representation using vertical bars in shades of yellow, which adds to the informativeness. Model B, while also providing relevant information, incorrectly states the national debt values for some years and does not mention the visual representation of the data. Therefore, Model A is more accurate and informative.""}",5857,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Here a is a bar graph labeled How long do you think the social distancing instructions in the UK will be in place ? . The x-axis plots Response . There is a scale with a minimum of 0.00 and a maximum of 0.35 along the y-axis , marked Share of respondents .
Model A Generated Answer: The chart depicts the public 's perception of how long the social distancing instructions in the UK will remain in place . The horizontal axis shows the various responses , ranging from `` Until mid September '' to `` December 2020 '' , while the vertical axis represents the share of respondents . The data is presented in the form of a bar chart , with each bar representing the proportion of respondents who selected a particular duration for the social distancing measures . The chart provides a visual representation of the public 's expectations and perspectives on the length of the social distancing guidelines in the UK .
Model B Generated Answer: The chart shows the distribution of responses to the question `` How long do you think the social distancing instructions in the UK will be in place ? '' . The most common response was `` Until end of June '' , with 31 % of respondents . This was followed by `` Until mid-July '' with 12 % of respondents , and `` Until end of July '' with 11 % of respondents . The least common response was `` Until mid-September '' , with only 5 % of respondents .","{  ""Model"": ""Model A"",  ""Explanation"": ""Model A provides a more comprehensive and accurate description of the chart. It correctly identifies the chart type as a bar graph and accurately describes the axes, including the specific range of the y-axis (0.00 to 0.35). It also mentions the various responses on the x-axis, which aligns with the chart  s content. Model B, while providing some specific data points, does not describe the chart  s construction as thoroughly and misses the detailed axis information. Therefore, Model A is more informative and relevant.""}",434,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Here a is a bar graph labeled Largest cities in Nigeria in 2020 ( in 1,000 individuals ) . The y-axis plots Number of inhabitants in thousands using linear scale from 0 to 8,000 while the x-axis measures city on categorical scale starting at Aba and ending at Zaria .
Model A Generated Answer: The chart depicts the largest cities in Nigeria in 2020 , measured in thousands of individuals . The data is presented in a bar graph format , with the city names displayed horizontally and the corresponding population size shown vertically . The chart highlights the significant size differences between the cities , with Lagos being the most populous at over 8,000 thousand individuals , followed by Kano , Ibadan , and other major urban centers in Nigeria . The overall visualization provides a clear and concise representation of the relative population sizes of the largest cities in the country .
Model B Generated Answer: The chart shows the largest cities in Nigeria in 2020 . The cities are listed in order of population , with the largest city , Lagos , having a population of over 8,000,000 people . The other cities on the chart are Ibadan , Kano , Abuja , Port Harcourt , Benin City , Jos , Enugu , Abeokuta , Ilorin , Sokoto , Maiduguri , Onitsha , Warri , and Zaria .","{  ""Model"": ""Model A"",  ""Explanation"": ""Model A provides a more comprehensive and accurate description of the chart. It correctly identifies the chart type as a bar graph and describes the axes, including the linear scale for the number of inhabitants in thousands and the categorical scale for the city names. Additionally, Model A highlights the significant size differences between the cities and mentions Lagos as the most populous city, which aligns with the data shown in the chart. In contrast, Model B inaccurately states that Lagos has a population of over 8,000,000 people instead of over 8,000 thousand individuals, and it does not describe the axes or the overall visualization as effectively as Model A.""}",3059,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Here a is a bar graph labeled Mexico : The largest cities 2014 ( in million residents ) . The y-axis shows city while the x-axis shows Residents in million .
Model A Generated Answer: The chart displays the largest cities in Mexico and their respective populations in 2014 , measured in millions of residents . The cities are arranged vertically , with Ciudad Juárez , Ecatepec , and Guadalajara being the top three largest cities . The city with the largest population is Mexico City , with over 8 million residents , followed by Monterrey , Nezahualcóyotl , Puebla , Tijuana , and Zapopan . The chart provides a clear visualization of the relative sizes of these major Mexican cities , allowing for easy comparison of their population figures .
Model B Generated Answer: The chart shows the largest cities in Mexico in 2014 by population . The cities are listed in descending order by population , with Mexico City having the largest population and Zapopan having the smallest population . The chart is encoded with color , with the bars representing each city being a different shade of blue . The chart is also encoded with size , with the width of the bars representing the population of each city .","{  ""Model"": ""Model A"",  ""Explanation"": ""Model A provides a more comprehensive and accurate description of the chart. It correctly identifies the chart type as a bar graph and mentions the axes labels, which are crucial for understanding the chart  s construction. Additionally, Model A lists the cities in order of their population and provides specific details about the largest city, Mexico City, which adds to the informativeness of the caption. In contrast, Model B, while mentioning the descending order and color encoding, does not provide as much detail about the cities or their populations, making it less informative and slightly less relevant.""}",1163,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Here a is a bar graph labeled Number of births in Yukon , Canada from 2001 to 2020 . A linear scale of range 0 to 500 can be found along the x-axis , labeled Number of births . On the y-axis , Year is plotted as a categorical scale starting with 2000-2001 and ending with 2019-2020 * .
Model A Generated Answer: The chart shows the number of births in Yukon , Canada from 2001 to 2020 , presented in 20-year intervals . The data indicates a relatively stable or slightly declining trend in the number of births over the years , with the highest number of births around 400-450 in the early 2000s and the lowest around 350-375 in the more recent years . The chart provides a clear visual representation of the birth rate trends in the Yukon region during the given time period .
Model B Generated Answer: The chart displays the number of births in Yukon , Canada from 2001 to 2020 . The highest number of births was in 2017 with 520 , and the lowest number of births was in 2006 with 360 . The average number of births per year was 446.86 .","{  ""Model"": ""Tie"",  ""Explanation"": ""Both Model A and Model B provide relevant and factually correct information about the chart. Model A gives a detailed description of the trends in birth numbers over the years, while Model B provides specific data points for the highest and lowest birth numbers and calculates an average. Both models are informative and concise, but neither fully captures all aspects of the chart  s construction, such as the axis labels and the categorical scale on the y-axis. Therefore, they are equally good in this context.""}",2991,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Here a is a bar graph labeled Number of registered two-wheelers across India in financial year 2017 , by state ( in 1,000s ) . state of India is drawn with a categorical scale from Andaman and Nicobar islands to West Bengal on the x-axis . A linear scale from 0 to 5,000 can be found on the y-axis , labeled Mopeds .
Model A Generated Answer: The chart displays the number of registered two-wheelers across different states in India during the financial year 2017 , measured in thousands . The data is presented in a bar graph format , with the states arranged horizontally and the number of two-wheelers shown on the vertical axis . The chart highlights the significant variations in the number of registered two-wheelers among the states , with some states like Uttar Pradesh and Maharashtra having significantly higher numbers compared to others like Nagaland and Tripura .
Model B Generated Answer: The chart shows the number of registered two-wheelers in India in the financial year 2017 , by state . The states with the highest number of registered two-wheelers are Tamil Nadu , Uttar Pradesh , and Maharashtra . The states with the lowest number of registered two-wheelers are Andaman and Nicobar Islands , Dadra and Nagar Haveli , and Lakshadweep .","{  ""Model"": ""Model A"",  ""Explanation"": ""Model A provides a more comprehensive and accurate description of the chart. It correctly identifies the chart type as a bar graph and mentions the axes labels, which are crucial for understanding the chart  s construction. Additionally, Model A highlights the significant variations among the states, providing informative insights into the data presented. In contrast, Model B focuses on specific states with the highest and lowest numbers but lacks the detailed description of the chart  s structure and axes, making it less informative and relevant overall.""}",6949,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Here a is a bar graph labeled Share of households with broadband internet access in Romania from 2006 to 2018 . Response is measured on the y-axis . The x-axis measures Share of households .
Model A Generated Answer: The chart displays the share of households with broadband internet access in Romania from 2006 to 2018 . The horizontal axis represents the share of households , ranging from 0.0 to 0.8 , while the vertical axis shows the corresponding years . The graph depicts a steady increase in the share of households with broadband internet access over the 12-year period , with the share rising from around 0.1 in 2006 to nearly 0.8 by 2018 , indicating a significant improvement in internet connectivity among Romanian households during this time .
Model B Generated Answer: The chart shows the percentage of households with broadband internet access in Romania from 2006 to 2018 . The data is encoded with the color of the bars , which range from light gray ( low percentage ) to dark gray ( high percentage ) . The chart shows that the percentage of households with broadband internet access has increased over time , from 6.7 % in 2006 to 80.4 % in 2018 .","{  ""Model"": ""Model A"",  ""Explanation"": ""Model A provides a more accurate and detailed description of the chart. It correctly identifies the chart type as a bar graph and accurately describes the axes, including the range of the horizontal axis (0.0 to 0.8) and the vertical axis (years from 2006 to 2018). Additionally, Model A mentions the trend of increasing broadband internet access over the years, which is a key insight from the chart. In contrast, Model B inaccurately describes the data encoding with color and provides specific percentages that are not clearly indicated in the chart. Therefore, Model A is more relevant, concise, and factually correct.""}",3516,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Here a is a bar graph named Crime rate per 1,000 population in the United Kingdom from 2002/03 to 2019/20 , by country . The y-axis measures Year with categorical scale with 2002/03 on one end and 2019/20 at the other while the x-axis measures United Kingdom with linear scale with a minimum of 0 and a maximum of 120 .
Model A Generated Answer: The chart displays the crime rate per 1,000 population in the United Kingdom from 2002/03 to 2019/20 , presented by country . The data is shown as a vertical bar chart , with the United Kingdom as the only country represented . The y-axis shows the year range , while the x-axis depicts the crime rate . The chart indicates that the crime rate in the United Kingdom has remained relatively steady over the 17-year period , with a slight fluctuation but no significant increase or decrease .
Model B Generated Answer: The chart shows the crime rate per 1,000 population in the United Kingdom from 2002-03 to 2019-20 . The crime rate has shown a downward trend over the past two decades , with 2019-20 seeing the lowest crime rate on record .","{  ""Model"": ""Model A"",  ""Explanation"": ""Model A provides a more accurate and detailed description of the chart  s construction. It correctly identifies the chart as a bar graph, specifies the y-axis as measuring the year range, and the x-axis as depicting the crime rate. Additionally, it mentions that the United Kingdom is the only country represented, which aligns with the chart. Model B, while noting the downward trend in crime rates, does not accurately describe the chart  s axes or the specific details of the data presentation. Therefore, Model A is more relevant, concise, and informative.""}",6891,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Here a is a bar graph named Most popular tourist attractions worldwide on Instagram as of September 2018 , by number of posts ( in millions ) . The x-axis measures Number of hashtagged posts in millions on linear scale from 0 to 6 while the y-axis plots tourist attraction as categorical scale starting at Angor Wat , Cambodia and ending at Times Square , New York City .
Model A Generated Answer: The chart displays the most popular tourist attractions worldwide on Instagram as of September 2018 , ranked by the number of posts in millions . The attractions include iconic landmarks and sights from various cities and countries , such as the Angkor Wat in Cambodia , the Brooklyn Bridge in New York , the Eiffel Tower in Paris , and the Grand Canyon in Arizona . The chart provides a visual representation of the relative popularity of these tourist destinations based on the volume of Instagram posts , giving insight into the social media presence and digital engagement associated with these renowned attractions .
Model B Generated Answer: The chart shows the most popular tourist attractions worldwide as of September 2018 , by number of posts on Instagram . The top 20 attractions are : Angkor Wat , Cambodia ; Brooklyn Bridge , New York City ; Big Ben , London ; Burj Khalifa , Dubai ; Central Park , New York City ; Colosseum , Rome ; Eiffel Tower , Paris ; Empire State Building , New York City ; Golden Gate Bridge , San Francisco ; Grand Canyon , Arizona ; London Bridge , London ; London Eye , London ; Louvre , Paris ; Machu Picchu , Peru ; Niagara Falls , Ontario ; Sagrada Familia , Barcelona ; Statue of Liberty , New York City ; Times Square , New York City ; and Tokyo Tower , Tokyo . These attractions are all popular tourist destinations , and they are all highly Instagrammable . The chart shows that Angkor Wat is the most popular tourist attraction in the world , with over 12 million posts on Instagram .","{  ""Model"": ""Model A"",  ""Explanation"": ""Model A provides a concise and factually correct description of the chart, mentioning the key elements such as the chart type (bar graph), the axes labels, and the range of values. It also highlights the purpose of the chart, which is to show the popularity of tourist attractions on Instagram. Model B, while detailed, includes unnecessary information by listing all the attractions and their specific numbers, which is not required for understanding the chart  s construction. Model A  s response is more relevant and informative in the context of the task.""}",421,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Here a is a bar graph named Most popular tourist attractions worldwide on Instagram as of September 2018 , by number of posts ( in millions ) . The x-axis measures Number of hashtagged posts in millions on linear scale from 0 to 6 while the y-axis plots tourist attraction as categorical scale starting at Angor Wat , Cambodia and ending at Times Square , New York City .
Model A Generated Answer: The chart presents the most popular tourist attractions worldwide based on the number of Instagram posts as of September 2018 . The data is displayed in the form of a bar graph , with the tourist attractions listed on the y-axis and the number of posts in millions on the x-axis . The chart highlights the top attractions , with the Angkor Wat , Cambodia and the Brooklyn Bridge , New York City being the most popular , each with over 5 million posts . Other notable attractions include the Buri Khalifa in Dubai , the Eiffel Tower in Paris , and the Grand Canyon in Arizona , all of which have a significant number of posts on Instagram .
Model B Generated Answer: The chart shows the most popular tourist attractions worldwide as of September 2018 , by number of posts on Instagram . The top 20 attractions are : Angkor Wat , Cambodia ; Brooklyn Bridge , New York City ; Big Ben , London ; Burj Khalifa , Dubai ; Central Park , New York City ; Colosseum , Rome ; Eiffel Tower , Paris ; Empire State Building , New York City ; Golden Gate Bridge , San Francisco ; Grand Canyon , Arizona ; London Bridge , London ; London Eye , London ; Louvre , Paris ; Machu Picchu , Peru ; Niagara Falls , Ontario ; Sagrada Familia , Barcelona ; Statue of Liberty , New York City ; Times Square , New York City ; and Tokyo Tower , Tokyo . These attractions are all popular tourist destinations , and they are all highly Instagrammable . The chart shows that Angkor Wat is the most popular tourist attraction in the world , with over 12 million posts on Instagram . The Brooklyn Bridge is the second most popular tourist attraction , with over 10 million posts on Instagram . The Big Ben is the third most popular tourist attraction , with over 9 million posts on Instagram .","{  ""Model"": ""Model A"",  ""Explanation"": ""Model A provides a concise and accurate description of the chart, mentioning the key elements such as the bar graph format, the axes labels, and the range of values. It also highlights specific tourist attractions and their popularity, which adds informative insights without overwhelming the reader. In contrast, Model B, while detailed, includes excessive information that is not directly relevant to the chart  s construction and may overwhelm the reader. Model A strikes a better balance between informativeness and conciseness.""}",421,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Here a is a bar graph titled Leading ten Italian wineries in Italy from 2014 to 2018 , by turnover ( in million euros ) . The y-axis plots Leading ten Italian wineries on categorical scale starting at Antinori and ending at Zonin while the x-axis measures 2016 as linear scale with a minimum of 0 and a maximum of 600 .
Model A Generated Answer: This chart displays the leading ten Italian wineries in Italy from 2014 to 2018 , ranked by their turnover in million euros . The bars represent the turnover for each winery , with Antinori being the clear leader , followed by Caviro , Riunite/CIV , Cantineriunite/CIV , and Caviro . The chart highlights the relative size and market dominance of these top Italian wine producers during the given time period .
Model B Generated Answer: The chart shows the leading ten Italian wineries in Italy from 2014 to 2018 by turnover in millions of euros . In 2016 , the top three wineries were Antinori , Botter , and C.Riuinite/CIV/GIV , with turnovers of 200 , 250 , and 300 million euros respectively .","{  ""Model"": ""Tie"",  ""Explanation"": ""Both Model A and Model B provide relevant and factually correct descriptions of the chart. Model A focuses on the overall ranking and market dominance of the wineries, while Model B provides specific turnover figures for the top three wineries in 2016. Both models are concise and informative, offering different but valuable insights into the chart  s data. Therefore, neither model is clearly better than the other.""}",8551,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Here a is a bar graph titled Most popular gaming genres on Kickstarter and Indiegogo as of May 2014 , by funds raised ( in million U.S. dollars ) . The y-axis shows Successful funding in million U.S. dollars while the x-axis shows Gaming genre .
Model A Generated Answer: The chart displays the most popular gaming genres on Kickstarter and Indiegogo as of May 2014 , based on the funds raised in million U.S. dollars . The chart shows that Action is the most popular genre , raising over 10 million dollars , followed by Adventure , which raised around 8 million dollars . The other prominent genres include Fighting , Platforming , RPG , and Racing , each raising between 2 to 5 million dollars . The chart provides a clear visual representation of the relative popularity and funding levels of different gaming genres during that time period .
Model B Generated Answer: The chart shows the most popular gaming genres on Kickstarter and IndieGoGo as of May 2014 . The genres are ranked by the amount of funds raised in millions of US dollars . The top three genres are strategy , action , and adventure . These genres are all very different from each other , but they all have one thing in common : they are all very popular with gamers .","{  ""Model"": ""Model A"",  ""Explanation"": ""Model A provides a more detailed and accurate description of the chart. It correctly identifies the title, the axes labels, and the specific genres along with their funding amounts. This makes it more informative and relevant to the chart  s content. Model B, while mentioning the top three genres, lacks the specificity and detail provided by Model A, making it less comprehensive and informative.""}",1249,With Reference,multi-dimensional
